Value,REG_CODE_7,REG_NAME_7,MVG_NAME,MVS_NAME,count,pct,count.Extant,pct.Extant,EFG_DK,EFG_IBRA_MVS,EFG_IBRA_MVG,EGF_CM,EFG_combined
2639,TCH,Tasmanian Central Highlands,Eucalypt Tall Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),43828,0.0057,41688,0.0054,T2.5,T2.5,T2.5,,T2.5
2640,TCH,Tasmanian Central Highlands,Eucalypt Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),15,0,,,,T2.5,T2.6,,T2.5
2641,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),7,0,,,,T2.5,"F2.2, 0.6; F3.1, 0.4",,T2.5
2642,TCH,Tasmanian Central Highlands,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,128512,0.0167,127282,0.0166,T2.6,T2.6,T2.6,,T2.6
2643,TCH,Tasmanian Central Highlands,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,92667,0.0121,92648,0.0121,T4.4,T2.6,T4.4,,T4.4
2644,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus open forests with a shrubby understorey,231,0,,,,T2.6,"F2.2, 0.6; F3.1, 0.4",,T2.6
2645,TCH,Tasmanian Central Highlands,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,3110,0.0004,,,,,T2.6,,T2.6
2646,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus open forests with a grassy understorey,2,0,,,,,"F2.2, 0.6; F3.1, 0.4",,"F2.2, 0.6; F3.1, 0.4"
2647,TCH,Tasmanian Central Highlands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,31742,0.0041,28956,0.0038,T2.6,T2.6,T2.6,,T2.6
2648,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus woodlands with a shrubby understorey,257,0,,,,T2.6,"F2.2, 0.6; F3.1, 0.4",,T2.6
2649,TCH,Tasmanian Central Highlands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,10186,0.0013,559,0.0001,T4.4,T4.4,T2.6,,T4.4
2650,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus woodlands with a tussock grass understorey,45,0,,,,T4.4,"F2.2, 0.6; F3.1, 0.4",,T4.4
2651,TCH,Tasmanian Central Highlands,Acacia Forests and Woodlands,Other Acacia forests and woodlands,311,0,,,,,,,
2652,TCH,Tasmanian Central Highlands,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,126,0,126,0,TF1.6,TF1.6,TF1.6,,TF1.6
2653,TCH,Tasmanian Central Highlands,Other Forests and Woodlands,Other forests and woodlands,106,0,106,0,"T2.6, 0.7; T4.4, 0.3","T2.6, 0.7; T4.4, 0.3",TF1.6,,"T2.6, 0.7; T4.4, 0.3"
2654,TCH,Tasmanian Central Highlands,"Naturally bare - sand, rock, claypan, mudflat","Boulders/rock with algae, lichen or scattered plants, or alpine fjaeldmarks",4756,0.0006,4754,0.0006,"T3.2, 0.2; T6.4, 0.8","T3.2, 0.2; T6.4, 0.8","T3.2, 0.2; T6.4, 0.8",,"T3.2, 0.2; T6.4, 0.8"
2655,TCH,Tasmanian Central Highlands,Low Closed Forests and Tall Closed Shrublands,"Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",22007,0.0029,21864,0.0028,"TF1.6, 0.6; T4.4, 0.4","TF1.6, 0.6; T4.4, 0.4","TF1.6, 0.6; T4.4, 0.4",,"TF1.6, 0.6; T4.4, 0.4"
2656,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons","Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",13,0,,,,"TF1.6, 0.6; T4.4, 0.4","F2.2, 0.6; F3.1, 0.4",,"TF1.6, 0.6; T4.4, 0.4"
2657,TCH,Tasmanian Central Highlands,Heathlands,Heathlands,61288,0.008,61031,0.0079,"T6.4, 0.8; TF1.6, 0.4","T6.4, 0.8; TF1.6, 0.4","T6.4, 0.8; TF1.6, 0.4",,"T6.4, 0.8; TF1.6, 0.4"
2658,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Heathlands,180,0,,,,"T6.4, 0.8; TF1.6, 0.4","F2.2, 0.6; F3.1, 0.4",,"T6.4, 0.8; TF1.6, 0.4"
2659,TCH,Tasmanian Central Highlands,Other Shrublands,Other shrublands,2963,0.0004,2930,0.0004,"T3.2, 0.4; T6.4, 0.6","T3.2, 0.4; T6.4, 0.6","T3.2, 0.4; T6.4, 0.6",,"T3.2, 0.4; T6.4, 0.6"
2660,TCH,Tasmanian Central Highlands,Heathlands,Temperate tussock grasslands,1693,0.0002,,,,T4.5,"T6.4, 0.8; TF1.6, 0.4",,T4.5
2661,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Temperate tussock grasslands,1,0,,,,T4.5,"F2.2, 0.6; F3.1, 0.4",,T4.5
2662,TCH,Tasmanian Central Highlands,Heathlands,Other tussock grasslands,60,0,,,,,"T6.4, 0.8; TF1.6, 0.4",,"T6.4, 0.8; TF1.6, 0.4"
2663,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Other tussock grasslands,37,0,,,,,"F2.2, 0.6; F3.1, 0.4",,"F2.2, 0.6; F3.1, 0.4"
2664,TCH,Tasmanian Central Highlands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",26734,0.0035,26361,0.0034,"T4.5, 0.8; T6.4, 0.2","T4.5, 0.8; T6.4, 0.2","TF1.6, 0.1; T6.4, 0.9",,"T4.5, 0.8; T6.4, 0.2"
2665,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",8,0,,,,"T4.5, 0.8; T6.4, 0.2","F2.2, 0.6; F3.1, 0.4",,"T4.5, 0.8; T6.4, 0.2"
2666,TCH,Tasmanian Central Highlands,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",654,0.0001,654,0.0001,T6.4,T6.4,T6.4,,T6.4
2667,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons","Naturally bare, sand, rock, claypan, mudflat",36,0,,,,T3.2,"F2.2, 0.6; F3.1, 0.4",,T3.2
2668,TCH,Tasmanian Central Highlands,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",112,0,102,0,T3.2,T3.2,"T3.2, 0.2; T6.4, 0.8",,T3.2
2669,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",13807,0.0018,54137,0.007,"F2.2, 0.6; F3.1, 0.4","F2.2, 0.6; F3.1, 0.4","F2.2, 0.6; F3.1, 0.4",,"F2.2, 0.6; F3.1, 0.4"
2670,TCH,Tasmanian Central Highlands,Mallee Open Woodlands and Sparse Mallee Shrublands,"Freshwater, dams, lakes, lagoons or aquatic plants",21929,0.0029,,,,"F2.2, 0.6; F3.1, 0.4",,,"F2.2, 0.6; F3.1, 0.4"
2671,TCH,Tasmanian Central Highlands,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,2124,0.0003,2111,0.0003,T4.4,T4.4,T4.4,,T4.4
2672,TCH,Tasmanian Central Highlands,Other Shrublands,Melaleuca shrublands and open shrublands,963,0.0001,963,0.0001,TF1.6,TF1.6,"T3.2, 0.4; T6.4, 0.6",,TF1.6
2673,TCH,Tasmanian Central Highlands,Eucalypt Open Woodlands,Eucalyptus low open woodlands with a shrubby understorey,4406,0.0006,,,,,T4.4,,T4.4
2674,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus low open woodlands with a shrubby understorey,13,0,,,,,"F2.2, 0.6; F3.1, 0.4",,"F2.2, 0.6; F3.1, 0.4"
2675,TCH,Tasmanian Central Highlands,Eucalypt Tall Open Forests,Eucalyptus tall open forest with a fine-leaved shrubby understorey,48189,0.0063,33939,0.0044,T2.5,T2.5,T2.5,,T2.5
2676,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus tall open forest with a fine-leaved shrubby understorey,51,0,,,,T2.5,"F2.2, 0.6; F3.1, 0.4",,T2.5
2677,TCH,Tasmanian Central Highlands,Other Forests and Woodlands,Leptospermum forests and woodlands,10193,0.0013,10190,0.0013,TF1.6,TF1.6,TF1.6,,TF1.6
2678,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Leptospermum forests and woodlands,1,0,,,,TF1.6,"F2.2, 0.6; F3.1, 0.4",,TF1.6
2679,TCH,Tasmanian Central Highlands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",6233,0.0008,6233,0.0008,T2.6,T2.6,T2.6,,T2.6
2680,TCH,Tasmanian Central Highlands,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",5445,0.0007,5445,0.0007,T2.5,T2.5,T2.6,,T2.5
2681,TCH,Tasmanian Central Highlands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",80354,0.0105,77005,0.01,"TF1.6, 0.1; T6.4, 0.9","TF1.6, 0.1; T6.4, 0.9","TF1.6, 0.1; T6.4, 0.9",,"TF1.6, 0.1; T6.4, 0.9"
2682,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons","Sedgelands, rushes or reeds",396,0.0001,,,,"TF1.6, 0.1; T6.4, 0.9","F2.2, 0.6; F3.1, 0.4",,"TF1.6, 0.1; T6.4, 0.9"
2683,TCH,Tasmanian Central Highlands,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,27,0,,,,,"TF1.6, 0.1; T6.4, 0.9",,"TF1.6, 0.1; T6.4, 0.9"
2684,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Other grasslands,15,0,,,,,"F2.2, 0.6; F3.1, 0.4",,"F2.2, 0.6; F3.1, 0.4"
2685,TCH,Tasmanian Central Highlands,Other Open Woodlands,Other open woodlands,15725,0.002,15724,0.002,"T2.3, 0.51; T6.4, 0.49","T2.3, 0.51; T6.4, 0.49","T2.3, 0.51; T6.4, 0.49",,"T2.3, 0.51; T6.4, 0.49"
2686,TCH,Tasmanian Central Highlands,Unclassified native vegetation,Unclassified native vegetation,1953,0.0003,1910,0.0002,"T2.5, 0.1; T7.4, 0.9","T2.5, 0.1; T7.4, 0.9","T2.5, 0.1; T7.4, 0.9",,"T2.5, 0.1; T7.4, 0.9"
2687,TCH,Tasmanian Central Highlands,"Inland aquatic - freshwater, salt lakes, lagoons",Unknown/no data,53,0,,,,,"F2.2, 0.6; F3.1, 0.4",,"F2.2, 0.6; F3.1, 0.4"
2688,TCH,Tasmanian Central Highlands,Mallee Open Woodlands and Sparse Mallee Shrublands,Unknown/no data,13981,0.0018,,,,,,,
2689,TIW,Tiwi Cobourg,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,29910,0.0039,708060,0.0921,T4.2,T4.2,T4.2,,T4.2
2690,TIW,Tiwi Cobourg,Tropical Eucalypt Woodlands/Grasslands,Tropical Eucalyptus forest and woodlands with a tall annual grassy understorey,734864,0.0957,58431,0.0076,T4.2,T4.2,T4.2,,T4.2
2691,TIW,Tiwi Cobourg,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,20069,0.0026,20031,0.0026,T4.2,T4.2,T4.2,,T4.2
2692,TIW,Tiwi Cobourg,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,13468,0.0018,13877,0.0018,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2","TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2","TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2",,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2693,TIW,Tiwi Cobourg,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,18333,0.0024,8842,0.0012,T4.2,T4.2,T4.2,,T4.2
2694,TIW,Tiwi Cobourg,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,68,0,68,0,MT2.1,MT2.1,MT2.1,,MT2.1
2695,TIW,Tiwi Cobourg,Tussock Grasslands,Other tussock grasslands,10,0,,,,,,,
2696,TIW,Tiwi Cobourg,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",2934,0.0004,2870,0.0004,TF1.4,TF1.4,TF1.4,,TF1.4
2697,TIW,Tiwi Cobourg,Mangroves,Mangroves,99377,0.0129,99356,0.0129,MFT1.2,MFT1.2,MFT1.2,,MFT1.2
2698,TIW,Tiwi Cobourg,"Chenopod Shrublands, Samphire Shrublands and Forblands","Naturally bare, sand, rock, claypan, mudflat",24306,0.0032,,,,,MFT1.3,,MFT1.3
2699,TIW,Tiwi Cobourg,Eucalypt Open Woodlands,Eucalyptus open woodlands with a grassy understorey,845,0.0001,182,0,T4.2,T4.2,T4.2,,T4.2
2700,TIW,Tiwi Cobourg,Rainforests and Vine Thickets,Dry rainforest or vine thickets,31147,0.0041,31103,0.004,T1.2,T1.2,T1.2,,T1.2
2701,TIW,Tiwi Cobourg,Acacia Open Woodlands,Dry rainforest or vine thickets,14,0,,,,T1.2,T4.2,,T1.2
2702,TIW,Tiwi Cobourg,"Other Grasslands, Herblands, Sedgelands and Rushlands",Other grasslands,95,0,,,,,TF1.4,,TF1.4
2703,TIW,Tiwi Cobourg,Unclassified Forest,Unclassified forest,16870,0.0022,,,,,,,
2704,TIW,Tiwi Cobourg,Unclassified Forest,Unclassified native vegetation,1542,0.0002,,,,,,,
2705,TNM,Tasmanian Northern Midlands,Rainforests and Vine Thickets,Cool temperate rainforest,17,0,17,0,T2.3,T2.3,T2.3,,T2.3
2706,TNM,Tasmanian Northern Midlands,Eucalypt Tall Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),802,0.0001,649,0.0001,T2.5,T2.5,T2.5,,T2.5
2707,TNM,Tasmanian Northern Midlands,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,188226,0.0245,56255,0.0073,T2.6,T2.6,T2.6,,T2.6
2708,TNM,Tasmanian Northern Midlands,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,2,0,2,0,T4.4,T2.6,T4.4,,T4.4
2709,TNM,Tasmanian Northern Midlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus open forests with a shrubby understorey,251,0,,,,T2.6,"FM1.2, 0.6; F2.5, 0.4",,T2.6
2710,TNM,Tasmanian Northern Midlands,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,33593,0.0044,,,,,T2.6,,T2.6
2711,TNM,Tasmanian Northern Midlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus open forests with a grassy understorey,1,0,,,,,"FM1.2, 0.6; F2.5, 0.4",,"FM1.2, 0.6; F2.5, 0.4"
2712,TNM,Tasmanian Northern Midlands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,86475,0.0113,7104,0.0009,T2.6,T2.6,T2.6,,T2.6
2713,TNM,Tasmanian Northern Midlands,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus woodlands with a shrubby understorey,4,0,,,,T2.6,"FM1.2, 0.6; F2.5, 0.4",,T2.6
2714,TNM,Tasmanian Northern Midlands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,29359,0.0038,28512,0.0037,T4.4,T4.4,T2.6,,T4.4
2715,TNM,Tasmanian Northern Midlands,Acacia Forests and Woodlands,Other Acacia forests and woodlands,43,0,,,,,,,
2716,TNM,Tasmanian Northern Midlands,Other Forests and Woodlands,Other forests and woodlands,3234,0.0004,3234,0.0004,"T4.4, 0.4; T4.5, 0.6","T4.4, 0.4; T4.5, 0.6","T4.4, 0.4; T4.5, 0.6",,"T4.4, 0.4; T4.5, 0.6"
2717,TNM,Tasmanian Northern Midlands,"Naturally bare - sand, rock, claypan, mudflat","Boulders/rock with algae, lichen or scattered plants, or alpine fjaeldmarks",3,0,3,0,T3.2,T3.2,T3.2,,T3.2
2718,TNM,Tasmanian Northern Midlands,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,730,0.0001,730,0.0001,TF1.2,TF1.2,TF1.2,,TF1.2
2719,TNM,Tasmanian Northern Midlands,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,3,0,,,,,,,
2720,TNM,Tasmanian Northern Midlands,Low Closed Forests and Tall Closed Shrublands,"Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",2849,0.0004,784,0.0001,T2.6,T2.6,T2.6,,T2.6
2721,TNM,Tasmanian Northern Midlands,"Inland aquatic - freshwater, salt lakes, lagoons","Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",1,0,,,,T2.6,"FM1.2, 0.6; F2.5, 0.4",,T2.6
2722,TNM,Tasmanian Northern Midlands,Heathlands,Heathlands,1,0,,,,,,,
2723,TNM,Tasmanian Northern Midlands,Other Shrublands,Other shrublands,332,0,58,0,T2.6,T2.6,T2.6,,T2.6
2724,TNM,Tasmanian Northern Midlands,Heathlands,Temperate tussock grasslands,32603,0.0042,,,,"T4.4, 0.49; T4.5, 0.51",,,"T4.4, 0.49; T4.5, 0.51"
2725,TNM,Tasmanian Northern Midlands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",4341,0.0006,4319,0.0006,T4.5,T4.5,T4.5,,T4.5
2726,TNM,Tasmanian Northern Midlands,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",37,0,35,0,"F2.6, 0.7; TF1.7, 0.3","F2.6, 0.7; TF1.7, 0.3","F2.6, 0.7; TF1.7, 0.3",,"F2.6, 0.7; TF1.7, 0.3"
2727,TNM,Tasmanian Northern Midlands,"Other Grasslands, Herblands, Sedgelands and Rushlands",Saline or brackish sedgelands or grasslands,758,0.0001,645,0.0001,MFT1.3,MFT1.3,T4.5,,MFT1.3
2728,TNM,Tasmanian Northern Midlands,"Inland aquatic - freshwater, salt lakes, lagoons",Saline or brackish sedgelands or grasslands,11,0,,,,MFT1.3,"FM1.2, 0.6; F2.5, 0.4",,MFT1.3
2729,TNM,Tasmanian Northern Midlands,"Inland aquatic - freshwater, salt lakes, lagoons","Naturally bare, sand, rock, claypan, mudflat",1,0,,,,T3.2,"FM1.2, 0.6; F2.5, 0.4",,T3.2
2730,TNM,Tasmanian Northern Midlands,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",57,0,16,0,T3.2,T3.2,T3.2,,T3.2
2731,TNM,Tasmanian Northern Midlands,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",2730,0.0004,5024,0.0007,"FM1.2, 0.6; F2.5, 0.4","FM1.2, 0.6; F2.5, 0.4","FM1.2, 0.6; F2.5, 0.4",,"FM1.2, 0.6; F2.5, 0.4"
2732,TNM,Tasmanian Northern Midlands,Mallee Open Woodlands and Sparse Mallee Shrublands,"Freshwater, dams, lakes, lagoons or aquatic plants",612,0.0001,,,,"FM1.2, 0.6; F2.5, 0.4",,,"FM1.2, 0.6; F2.5, 0.4"
2733,TNM,Tasmanian Northern Midlands,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,879,0.0001,823,0.0001,T4.4,T4.4,T4.4,,T4.4
2734,TNM,Tasmanian Northern Midlands,Eucalypt Open Woodlands,Eucalyptus open woodlands with a grassy understorey,11,0,,,,,T4.4,,T4.4
2735,TNM,Tasmanian Northern Midlands,Eucalypt Tall Open Forests,Eucalyptus tall open forest with a fine-leaved shrubby understorey,3314,0.0004,3178,0.0004,T2.5,T2.5,T2.5,,T2.5
2736,TNM,Tasmanian Northern Midlands,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",10354,0.0013,10354,0.0013,T2.6,T2.6,T2.6,,T2.6
2737,TNM,Tasmanian Northern Midlands,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",862,0.0001,608,0.0001,T2.5,T2.5,T2.6,,T2.5
2738,TNM,Tasmanian Northern Midlands,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",1501,0.0002,1419,0.0002,"F2.2, 0.6; TF1.3, 0.4","F2.2, 0.6; TF1.3, 0.4",T4.5,,"F2.2, 0.6; TF1.3, 0.4"
2739,TNM,Tasmanian Northern Midlands,Unclassified native vegetation,Unclassified native vegetation,502,0.0001,481,0.0001,"T2.6, 0.1; T7.4, 0.9","T2.6, 0.1; T7.4, 0.9","T2.6, 0.1; T7.4, 0.9",,"T2.6, 0.1; T7.4, 0.9"
2740,TNM,Tasmanian Northern Midlands,"Inland aquatic - freshwater, salt lakes, lagoons",Unknown/no data,7,0,,,,,"FM1.2, 0.6; F2.5, 0.4",,"FM1.2, 0.6; F2.5, 0.4"
2741,TNM,Tasmanian Northern Midlands,Mallee Open Woodlands and Sparse Mallee Shrublands,Unknown/no data,10902,0.0014,,,,,,,
2742,TNS,Tasmanian Northern Slopes,Rainforests and Vine Thickets,Cool temperate rainforest,53720,0.007,39166,0.0051,T2.3,T2.3,T2.3,,T2.3
2743,TNS,Tasmanian Northern Slopes,"Inland aquatic - freshwater, salt lakes, lagoons",Cool temperate rainforest,2,0,,,,T2.3,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,T2.3
2744,TNS,Tasmanian Northern Slopes,Eucalypt Tall Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),171537,0.0223,87748,0.0114,T2.5,T2.5,T2.5,,T2.5
2745,TNS,Tasmanian Northern Slopes,Eucalypt Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),1,0,,,,T2.5,T2.6,,T2.5
2746,TNS,Tasmanian Northern Slopes,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,86788,0.0113,55963,0.0073,T2.6,T2.6,T2.6,,T2.6
2747,TNS,Tasmanian Northern Slopes,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,2306,0.0003,1829,0.0002,T4.4,T2.6,T4.4,,T4.4
2748,TNS,Tasmanian Northern Slopes,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus open forests with a shrubby understorey,5,0,,,,T2.6,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,T2.6
2749,TNS,Tasmanian Northern Slopes,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,1226,0.0002,,,,,T2.6,,T2.6
2750,TNS,Tasmanian Northern Slopes,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,104506,0.0136,31770,0.0041,T2.6,T2.6,T2.6,,T2.6
2751,TNS,Tasmanian Northern Slopes,"Inland aquatic - freshwater, salt lakes, lagoons",Eucalyptus woodlands with a shrubby understorey,110,0,,,,T2.6,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,T2.6
2752,TNS,Tasmanian Northern Slopes,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,1911,0.0002,914,0.0001,T4.4,T4.4,T2.6,,T4.4
2753,TNS,Tasmanian Northern Slopes,Acacia Forests and Woodlands,Other Acacia forests and woodlands,7106,0.0009,,,,,,,
2754,TNS,Tasmanian Northern Slopes,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,1064,0.0001,1064,0.0001,TF1.6,TF1.6,TF1.6,,TF1.6
2755,TNS,Tasmanian Northern Slopes,Other Forests and Woodlands,Other forests and woodlands,343,0,341,0,"T2.6, 0.8; T4.4, 0.2","T2.6, 0.8; T4.4, 0.2","T2.6, 0.8; T4.4, 0.2",,"T2.6, 0.8; T4.4, 0.2"
2756,TNS,Tasmanian Northern Slopes,"Naturally bare - sand, rock, claypan, mudflat","Boulders/rock with algae, lichen or scattered plants, or alpine fjaeldmarks",450,0.0001,450,0.0001,T3.2,T3.2,T3.2,,T3.2
2757,TNS,Tasmanian Northern Slopes,Low Closed Forests and Tall Closed Shrublands,"Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",64474,0.0084,25219,0.0033,"T3.2, 0.3; T2.6, 0.7","T3.2, 0.3; T2.6, 0.7","T3.2, 0.3; T2.6, 0.7",,"T3.2, 0.3; T2.6, 0.7"
2758,TNS,Tasmanian Northern Slopes,Heathlands,Heathlands,580,0.0001,563,0.0001,"T3.2, 0.6; T6.4, 0.4","T3.2, 0.6; T6.4, 0.4","T3.2, 0.6; T6.4, 0.4",,"T3.2, 0.6; T6.4, 0.4"
2759,TNS,Tasmanian Northern Slopes,"Inland aquatic - freshwater, salt lakes, lagoons",Heathlands,1,0,,,,"T3.2, 0.6; T6.4, 0.4","F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,"T3.2, 0.6; T6.4, 0.4"
2760,TNS,Tasmanian Northern Slopes,Other Shrublands,Other shrublands,1709,0.0002,1487,0.0002,T2.6,T2.6,T2.6,,T2.6
2761,TNS,Tasmanian Northern Slopes,Heathlands,Temperate tussock grasslands,1317,0.0002,,,,"T4.4, 0.49; T4.5, 0.51","T3.2, 0.6; T6.4, 0.4",,"T4.4, 0.49; T4.5, 0.51"
2762,TNS,Tasmanian Northern Slopes,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",357,0,357,0,T4.4,T4.4,TF1.6,,T4.4
2763,TNS,Tasmanian Northern Slopes,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",7,0,13,0,"F2.6, 0.7; TF1.7, 0.3","F2.6, 0.7; TF1.7, 0.3","F2.6, 0.7; TF1.7, 0.3",,"F2.6, 0.7; TF1.7, 0.3"
2764,TNS,Tasmanian Northern Slopes,"Other Grasslands, Herblands, Sedgelands and Rushlands",Saline or brackish sedgelands or grasslands,483,0.0001,492,0.0001,MFT1.3,MFT1.3,TF1.6,,MFT1.3
2765,TNS,Tasmanian Northern Slopes,"Inland aquatic - freshwater, salt lakes, lagoons",Saline or brackish sedgelands or grasslands,2,0,,,,MFT1.3,"F2.1, 0.3; FM1.2, 0.5; F3.1, 0.2",,MFT1.3
2766,TNS,Tasmanian Northern Slopes,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",29,0,27,0,"MT1.1, 0.1; MT1.3, 0.3; MT2.1, 0.6","MT1.1, 0.1; MT1.3, 0.3; MT2.1, 0.6",T3.2,,"MT1.1, 0.1; MT1.3, 0.3; MT2.1, 0.6"
